X,Y,OBJECTID,Internal_ID,State_ID,Dam_Name,National_ID,Latitude,Longitude,County,Owner_Name,Owner_Type,Dam_Type,Year_Built,Dam_Height_feet,Dam_Length_feet,Capacity_acre_feet,Jurisdictional_Status,Downstream_Hazard,Condition_Assessment,Restricted,Date_Data_Applies,Data_Source,Record_Last_Edited,Record_Last_Edited_By,Comment_
-13474779.0826,4609970.298,646,1201,No. 576-0,Beggs,CA01291,38.2159,-121.046,San Joaquin,Private Entity,Individual owner,ERTH,1971,40,300,81,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13529080.7302,4537976.3213,647,1202,No. 577-0,Maria,CA01468,37.706,-121.5338,San Joaquin,Studley Company,"Private company, corporation, LLC, partnership",ERTH,2003,48,610,277,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13606314.1929,4499424.2092,648,1204,No. 581-6,Bear Gulch,CA00658,37.4315,-122.2276,San Mateo,California Water Service Company,"Private company, corporation, LLC, partnership",ERTH,1896,61,730,725.45,Certified,Extremely High,Poor,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13601950.4688,4564123.8258,649,1210,No. 587-0,Lake Orinda,CA00659,37.8916,-122.1884,Contra Costa,Orinda Country Club,"Private company, corporation, LLC, partnership",ERTH,1935,45,360,111.2,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13626140.1942,4470417.6008,650,1220,No. 602-0,Lake Lucerne,CA00664,37.2243,-122.4057,San Mateo,Lake Lucerne Mutual Water Company,"Private company, corporation, LLC, partnership",ERTH,1923,21,346,455,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13622166.0884,4468558.4169,651,1221,No. 602-2,Bean Hollow #2,CA00665,37.211,-122.37,San Mateo,Lake Lucerne Mutual Water Company,"Private company, corporation, LLC, partnership",ERTH,1938,31,325,900,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13621865.5257,4467677.8652,652,1222,No. 602-3,Bean Hollow #3,CA00666,37.2047,-122.3673,San Mateo,Lake Lucerne Mutual Water Company,"Private company, corporation, LLC, partnership",ERTH,1939,40,405,461,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13628166.2089,4502592.9058,653,1226,No. 605-2,Johnston,CA00667,37.4541,-122.4239,San Mateo,Peninsula Open Space Trust,"Private company, corporation, LLC, partnership",GRAV,1919,31,132,30,Certified/Inop,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13610199.2431,4504444.0919,654,1237,No. 612-0,Emerald Lake 1 Lower,CA00668,37.4673,-122.2625,San Mateo,Emerald Lake Country Club,"Private company, corporation, LLC, partnership",ERTH,1885,57,280,45,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13607427.3878,4496046.2548,655,1238,No. 614-0,Searsville,CA00669,37.4074,-122.2376,San Mateo,Stanford University Board of Trustees,"Private company, corporation, LLC, partnership",GRAV,1890,68,260,1840,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13601549.7187,4494308.6435,656,1239,No. 614-2,Felt Lake,CA00670,37.395,-122.1848,Santa Clara,Stanford University Board of Trustees,"Private company, corporation, LLC, partnership",ERTH,1930,67,590,900,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13600369.7321,4498288.7589,657,1240,No. 614-3,Lagunita,CA00671,37.4234,-122.1742,Santa Clara,Stanford University Board of Trustees,"Private company, corporation, LLC, partnership",ERTH,1900,16,2500,280,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13615286.5438,4510308.3387,658,1247,No. 619-0,Notre Dame,CA00674,37.5091,-122.3082,San Mateo,Belmont City Department Of Public Works,"City, city agency, or city district",ERTH,,51,210,120,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13586811.0181,4469970.2484,659,1249,No. 622-0,Lake Ranch,CA00676,37.2211,-122.0524,Santa Clara,San Jose Water Company,Water agency or authority,ERTH,1877,38,160,215,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13582603.1413,4465525.715,660,1250,No. 622-2,Lower Howell,CA00677,37.1893,-122.0146,Santa Clara,San Jose Water Company,Water agency or authority,ERTH,1877,39,475,153,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13582758.9886,4465553.6622,661,1251,No. 622-3,Upper Howell,CA00678,37.1895,-122.016,Santa Clara,San Jose Water Company,Water agency or authority,ERTH,1878,36,640,243,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13570602.9002,4456013.9957,662,1252,No. 622-4,Williams,CA00679,37.1212,-121.9068,Santa Clara,San Jose Water Company,Water agency or authority,GRAV,1895,69,87,160,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13573374.7556,4457507.9278,663,1261,No. 622-13,Austrian,CA00680,37.1319,-121.9317,Santa Clara,San Jose Water Company,Water agency or authority,ERTH,1950,185,700,6200,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13563222.418,4466811.3624,664,1262,No. 622-14,Almaden Valley,CA00681,37.1985,-121.8405,Santa Clara,San Jose Water Company,Water agency or authority,ERTH,1965,38,1100,27,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13552480.0871,4481005.8229,665,1265,No. 624-0,Kuhn,CA00683,37.3,-121.744,Santa Clara,Private Entity,Individual owner,ERTH,1947,67,312,85,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13539277.5955,4445841.3244,666,1266,No. 625-0,Selvage #2,CA00684,37.0483,-121.6254,Santa Clara,Lucky Hereford Ranch,"Private company, corporation, LLC, partnership",ERTH,1948,42,440,24,Certified,Low,Poor,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13526153.0276,4445004.503,667,1267,No. 627-0,Peabody,CA00685,37.0423,-121.5075,Santa Clara,Private Entity,Individual owner,ERTH,1950,63,295,76,Certified,Significant,Poor,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13540145.8876,4439455.2607,668,1268,No. 628-0,DeBell,CA00686,37.0025,-121.6332,Santa Clara,City of Gilroy,"City, city agency, or city district",ERTH,1952,53,580,120,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13569200.2747,4503406.2655,669,1269,No. 629-0,Higuera,CA00687,37.4599,-121.8942,Santa Clara,Green Earth Liang's Inc.,"Private company, corporation, LLC, partnership",ERTH,1953,44,525,65,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13604622.1366,4455343.8891,670,1270,No. 630-0,Mill Creek,CA00688,37.1164,-122.2124,Santa Cruz,Lockheed Martin Space Systems Company,"Private company, corporation, LLC, partnership",HYDF,1889,76,250,223,Certified,High,Fair,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13537607.8032,4426026.4076,671,1277,No. 636-0,Soda Lake,CA01094,36.9061,-121.6104,Santa Cruz,Granite Rock Company,"Private company, corporation, LLC, partnership",ERTH,1978,44,3686,2631,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13571604.7757,4385189.4392,672,1280,No. 642-3,Pacific Grove,CA00691,36.6122,-121.9158,Monterey,California American Water,"Private company, corporation, LLC, partnership",ERTH,1882,32,750,76,Certified/Inop,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13544042.0697,4353865.1927,673,1281,No. 642-4,Los Padres,CA00692,36.386,-121.6682,Monterey,California American Water,"Private company, corporation, LLC, partnership",ERTH,1949,148,570,3100,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13555608.1648,4357461.0331,674,1282,No. 643-0,Black Rock Creek,CA00693,36.412,-121.7721,Monterey,"White Rock Club, Inc.","Private company, corporation, LLC, partnership",ERRK,1925,54,150,30,Certified,Low,Fair,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13574398.8949,4382374.5456,675,1288,No. 649-0,Forest Lake,CA00690,36.5919,-121.9409,Monterey,Pebble Beach Community Services District,"Park, sanitation, utility, or water district",ERTH,1892,65,2365,352.6,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13532208.8079,4397456.0495,676,1289,No. 650-0,Silacci,CA01545,36.7006,-121.5619,Monterey,Private Entity,Individual owner,ERTH,1915,32,750,133.19,Not Certified,Significant,Fair,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13504356.6713,4433045.1814,677,1290,No. 651-0,Hawkins,CA00694,36.9565,-121.3117,San Benito,Ausaymas Cattle Company,"Private company, corporation, LLC, partnership",HYDF,1928,72,350,575,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13491532.6659,4420208.7985,678,1291,No. 653-0,J. V. De Laveaga,CA00695,36.8643,-121.1965,San Benito,Las Aguilas Corporation,"Private company, corporation, LLC, partnership",ERTH,1940,28,1050,514,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13491499.2701,4416230.1626,679,1292,No. 653-2,Percolation Area,CA00696,36.8357,-121.1962,San Benito,Las Aguilas Corporation,"Private company, corporation, LLC, partnership",ERTH,1951,12,5000,430,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13397801.6547,4515361.5188,680,1297,No. 662-0,Kelsey,CA00698,37.5451,-120.3545,Merced,Private Entity,Individual owner,ERTH,1929,28,900,1000,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13431331.0853,4509901.3831,681,1301,No. 666-0,Mustang Creek,CA01097,37.5062,-120.6557,Merced,County of Merced,"County, county agency, or county district",ERTH,1975,18,1600,700,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13419141.6011,4495597.8114,682,1302,No. 666-2,Castle,CA01355,37.4042,-120.5462,Merced,County of Merced,"County, county agency, or county district",ERTH,1991,40,2027,7510,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13353830.4558,4508834.9537,683,1306,No. 672-0,Stockton Creek,CA00699,37.4986,-119.9595,Mariposa,Mariposa Public Utililty District,"Park, sanitation, utility, or water district",ERTH,1950,95,330,368,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13375148.1383,4547886.6094,684,1307,No. 673-0,Green Valley,CA00700,37.7764,-120.151,Mariposa,Private Entity,Individual owner,ERTH,1957,33,1040,240,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13380680.717,4537089.9223,685,1308,No. 674-0,McMahon,CA00701,37.6997,-120.2007,Mariposa,Private Entity,Individual owner,ERTH,1957,52,705,520,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13347073.3627,4488943.481,686,1309,No. 675-0,Hendricks,CA00702,37.3567,-119.8988,Mariposa,Private Entity,Individual owner,ERTH,1958,33,340,130,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13370561.7753,4539467.8928,687,1310,No. 676-0,Metzger,CA00703,37.7166,-120.1098,Mariposa,Private Entity,Individual owner,ERTH,1956,30,460,75,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13389118.7344,4460356.7577,688,1314,No. 681-0,Sierra Vista,CA00705,37.1523,-120.2765,Madera,Private Entity,Individual owner,ERTH,1872,12,350,90,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13358505.8744,4441964.6082,689,1315,No. 682-0,Madera Lake,CA00027,37.0205,-120.0015,Madera,Madera Irrigation District,"Park, sanitation, utility, or water district",ERTH,1958,31,6600,2300,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13338668.7412,4447668.6145,690,1318,No. 686-0,Lake Jane,CA00706,37.0614,-119.8233,Madera,"Swd Investments-Fulton Ranch, Inc.","Private company, corporation, LLC, partnership",ERTH,1961,37,361,182,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13334316.1491,4462004.9611,691,1319,No. 687-0,Black Hawk,CA00707,37.1641,-119.7842,Madera,Private Entity,Individual owner,ERTH,1971,45,510,740,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13246496.2028,4402177.7317,692,1322,No. 693-0,Sequoia Lake,CA00709,36.7346,-118.9953,Fresno,"Y.M.C.A., Inc.","Private company, corporation, LLC, partnership",ERRK,1888,51,225,1370,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13357626.4505,4364199.5588,693,1324,No. 696-0,Stinson Weir,CA00710,36.4607,-119.9936,Fresno,Stinson Canal and Irrigation Company,"Private company, corporation, LLC, partnership",FLBT,1910,14,256,50,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13296311.6749,4411877.6258,694,1328,No. 699-0,Giffen Reservoir,CA00711,36.8044,-119.4428,Fresno,"Harris Farms, Inc.","Private company, corporation, LLC, partnership",ERTH,1971,29,1250,900,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13230254.6891,4305383.3237,695,1333,No. 712-0,Larson,CA00712,36.0346,-118.8494,Tulare,South Tule Independent Ditch Company,"Private company, corporation, LLC, partnership",ERTH,1963,54,650,325,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13257928.7145,4356382.1546,696,1334,No. 713-0,Bravo Lake Reservoir,CA01098,36.4042,-119.098,Tulare,Wutchumna Water Company,"Private company, corporation, LLC, partnership",ERTH,1980,24,1780,3427,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13339704.0124,4325362.2791,697,1336,No. 720-0,Empire Weir No. 2,CA00713,36.1796,-119.8326,Kings,Tulare Lake Basin Water Storage District,"Park, sanitation, utility, or water district",FLBT,1938,15,185,480,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13342509.2636,4333543.6314,698,1337,No. 721-0,Empire Weir No. 1,CA00714,36.2389,-119.8578,Kings,Empire Westside Irrigation District,"Park, sanitation, utility, or water district",FLBT,1906,18,77,50,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13327481.1323,4358360.1812,699,1338,No. 722-0,Lemoore Diversion Weir,CA00715,36.4185,-119.7228,Kings,Lemoore Canal and Irrigation Company,"Private company, corporation, LLC, partnership",FLBT,1924,21,192,50,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13321247.2409,4358581.5215,700,1339,No. 723-0,Last Chance Weir,CA00716,36.4201,-119.6668,Kings,Last Chance Water Ditch Company,"Private company, corporation, LLC, partnership",FLBT,1919,24,143,50,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13227950.3756,4163011.4436,701,1343,No. 734-0,Tejon Storage 1,CA00718,34.9936,-118.8287,Kern,Tejon Ranch Company,"Private company, corporation, LLC, partnership",ERTH,1946,32,580,700,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13215816.5511,4167129.5331,702,1344,No. 734-2,Tejon Storage 2,CA00729,35.0239,-118.7197,Kern,Tejon Ranch Company,"Private company, corporation, LLC, partnership",ERTH,1956,67,1100,860,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13231445.8076,4224028.6102,703,1345,No. 735-0,Kern River County Park,CA00720,35.4414,-118.8601,Kern,Kern County Parks and Recreation,"County, county agency, or county district",ERTH,1959,24,4700,790,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13277075.6669,4194281.9071,704,1346,No. 735-2,Buena Vista,CA00721,35.2234,-119.27,Kern,Kern County Parks and Recreation,"County, county agency, or county district",ERTH,1973,14,24000,7500,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13256737.5959,4266193.761,705,1348,No. 737-0,Big Four Ranch,CA00722,35.7494,-119.0873,Kern,Kern-Tulare Water District,"Park, sanitation, utility, or water district",ERTH,1970,38,1200,312,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13103406.1293,4170678.022,706,1349,No. 738-0,BAP Pond 8,CA01099,35.05,-117.7099,Kern,Rio Tinto,"Private company, corporation, LLC, partnership",ERTH,1975,28.5,5581.5,897,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13104408.0047,4169794.1927,707,1351,No. 738-3,Boron Tails Pond 6,CA01178,35.0435,-117.7189,Kern,Rio Tinto,"Private company, corporation, LLC, partnership",ERTH,1980,39,10200,2235,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13106534.207,4168556.9499,708,1352,No. 738-4,Borax Solar Evaporation Ponds,CA01190,35.0344,-117.738,Kern,Rio Tinto,"Private company, corporation, LLC, partnership",ERTH,1984,18,10383,242,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13106500.8112,4170256.4947,709,1353,No. 738-5,"BAP Ponds 1, 2, 3, 4",CA01430,35.0469,-117.7377,Kern,Rio Tinto,"Private company, corporation, LLC, partnership",ERTH,2003,37,4000,1986,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13106422.8875,4170814.002,710,1354,No. 738-6,BAP Pond 5,CA01498,35.051,-117.737,Kern,Rio Tinto,"Private company, corporation, LLC, partnership",ERTH,2008,45.5,4866,1113.6,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13106044.4013,4170881.9926,711,1355,No. 738-7,BAP Pond 6,CA01552,35.0515,-117.7336,Kern,Rio Tinto,"Private company, corporation, LLC, partnership",ERTH,2012,32,4891,1140,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13432611.2595,4227677.4265,712,1357,No. 740-0,Atascadero Park,CA00723,35.4681,-120.6672,San Luis Obispo,City of Atascadero,"City, city agency, or city district",ERTH,1918,18,500,250,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13463146.1958,4257720.3197,713,1359,No. 742-0,Las Tablas Creek,CA00724,35.6876,-120.9415,San Luis Obispo,Mechanics Bank,Private trusts and estates,ERTH,1961,39.8,140,180,Certified,Low,Poor,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13423471.9293,4197784.5771,714,1360,No. 743-0,Righetti,CA00725,35.2491,-120.5851,San Luis Obispo,Private Entity,Individual owner,ERTH,1966,83,1200,735,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13448841.6412,4255856.4958,715,1362,No. 745-0,San Marcos,CA00726,35.674,-120.813,San Luis Obispo,Private Entity,Individual owner,ERTH,1964,42,502,325,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13452370.4691,4235457.4127,716,1363,No. 746-0,Hartzell,CA00727,35.525,-120.8447,San Luis Obispo,Land Conservancy of SLO County,"Private company, corporation, LLC, partnership",ERRK,1965,50,275,300,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13434047.2809,4220203.436,717,1364,No. 747-0,Eagle Ranch,CA01101,35.4134,-120.6801,San Luis Obispo,"Eagle Ranch, LLC","Private company, corporation, LLC, partnership",ERTH,1974,55,370,300,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13338501.7619,4092735.645,718,1367,No. 752-0,Rancho Del Ciervo,CA00719,34.4748,-119.8218,Santa Barbara,"Santa Barbara Mountain Water Co., LLC","Private company, corporation, LLC, partnership",ERTH,1938,65,758,165,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13353062.3513,4089036.2937,719,1369,No. 754-0,Dos Pueblos,CA00730,34.4474,-119.9526,Santa Barbara,Standard Portfolios Asset Management Company,"Private company, corporation, LLC, partnership",ERTH,1946,78,448,300,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13373378.1584,4102570.4848,720,1371,No. 756-0,Alisal Creek,CA00731,34.5476,-120.1351,Santa Barbara,The Alisal Ranch,"Private company, corporation, LLC, partnership",ERTH,1971,93,1100,2342,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13355945.5261,4094842.3876,721,1372,No. 1-94,Edwards Reservoir,CA01240,34.4904,-119.9785,Santa Barbara,Regents of The University of California,State agency,ERTH,1985,120,462,596,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13231078.4533,4047508.5351,722,1382,No. 765-0,Lake Sherwood,CA00736,34.1392,-118.8568,Ventura,Sherwood Valley Homeowners Association,"Private company, corporation, LLC, partnership",CORA,1904,45,350,2600,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13219334.247,4042842.4689,723,1386,No. 771-0,Malibou Lake Club,CA00739,34.1045,-118.7513,Los Angeles,"Malibou Lake Mountain Club, Inc.","Private company, corporation, LLC, partnership",CORA,1923,44,190,500,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13223364.0126,4048624.9098,724,1398,No. 785-0,Lindero,CA00742,34.1475,-118.7875,Los Angeles,Lake Lindero Homeowners Association,Associations,ERTH,1966,19,170,90,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13227549.6255,4046984.0114,725,1399,No. 786-0,Potrero,CA00743,34.1353,-118.8251,Los Angeles,Westlake Lake Management Association,Associations,GRAV,1967,40,730,1600,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13162683.7582,4109898.165,726,1403,No. 789-0,Amargosa Creek,CA01406,34.6018,-118.2424,Los Angeles,City of Palmdale,"City, city agency, or city district",ERTH,1998,65,480,1187,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13087743.477,3980377.4545,727,1405,No. 790-0,Dove Canyon,CA01248,33.6386,-117.5692,Orange,Dove Canyon Master Association,Associations,ERTH,1989,88,700,415,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13105966.4776,3978612.6262,728,1420,No. 796-0,Veeh,CA00750,33.6254,-117.7329,Orange,Private Entity,Individual owner,ERTH,1936,37,417,185,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13022922.1375,4047898.5813,729,1424,No. 800-0,Glen Martin,CA00754,34.1421,-116.9869,San Bernardino,Private Entity,Individual owner,ERTH,1950,55,302,33,Certified,High,Fair,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13017734.6492,4059888.9469,730,1427,No. 802-0,Cedar Lake,CA00756,34.2312,-116.9403,San Bernardino,"Cedar Lake Camp, Inc.","Private company, corporation, LLC, partnership",VARA,1928,28,220,30,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13033542.0169,4060925.7464,731,1428,No. 804-0,Green Valley Lake,CA00758,34.2389,-117.0823,San Bernardino,Green Valley Mutual Water Company,"Private company, corporation, LLC, partnership",MULA,1925,56,425,250,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13043037.5695,4063848.1463,732,1429,No. 805-0,Lake Arrowhead,CA00759,34.2606,-117.1676,San Bernardino,Arrowhead Lake Association,Associations,HYDF,1922,190,720,48000,Certified,Significant,Poor,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13048581.2801,4064225.2851,733,1430,No. 805-2,Grass Valley,CA00760,34.2634,-117.2174,San Bernardino,Arrowhead Lake Association,Associations,ERTH,1964,35,170,243,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13103294.8098,4025687.2582,734,1433,No. 808-0,Rancho Cielito,CA00761,33.9768,-117.7089,San Bernardino,Rolling Ridge Ranch,"Private company, corporation, LLC, partnership",ERTH,1912,9,1000,110,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-12991697.0203,3983934.673,735,1442,No. 817-0,Lake Hemet,CA00763,33.6652,-116.7064,Riverside,Lake Hemet Municipal Water District,"Park, sanitation, utility, or water district",GRAV,1895,135,324,14000,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
